Path,Performance,Accessibility,SEO,Best Practices
/,91,61,100,100
/item/1016%3B6,90,74,100,100
/item/30739%3B1,95,74,100,100
/item/31149%3B5,95,74,100,100
/item/31249%3B6,91,74,100,100
/item/31421%3B6,96,74,100,100
/item/342%3B6,92,74,100,100
/item/643%3B6,95,74,100,100
/item/6526%3B6%3Bkt-3%3Btd-232,95,74,100,100
/listings,69,0,0,0
/sf/76561199581791834,95,79,100,92
/sf/bliss-bots,93,79,100,100
/sf/cat,94,83,100,100
/sf/crate,96,71,100,100
/sf/hadanbot,96,76,100,100
/sf/masoncounty,96,76,100,100
/sf/purple,89,83,100,92
/sf/scrapyard,95,79,100,100
/store?id=76561198000091310,96,76,100,100
/store?id=76561198004421274,94,79,100,100
/store?id=76561198021413819,96,76,100,100
/store?id=76561198036824799,87,76,100,100
/store?id=76561198040212496,95,76,100,100
/store?id=76561198050194207,96,76,100,100
/store?id=76561198057153972,95,79,100,100
/store?id=76561198066565063,92,83,92,100
/store?id=76561198077500003,96,76,100,100
/store?id=76561198083901668,92,79,100,100
/store?id=76561198094975766,94,76,100,100
/store?id=76561198109611163,94,79,100,100
/store?id=76561198131108480,96,76,100,100
/store?id=76561198226525604,96,76,100,100
/store?id=76561198274895819,94,83,92,100
/store?id=76561198371524119,93,83,100,100
/store?id=76561198393311128,96,76,100,100
/store?id=76561198405497731,96,76,100,100
/store?id=76561198410325443,92,81,92,100
/store?id=76561198414645935,96,76,100,92
/store?id=76561198751140127,94,81,100,100
/store?id=76561198751790885,95,76,100,100
/store?id=76561198753237328,95,81,100,100
/store?id=76561198755208638,95,81,92,100
/store?id=76561198757852066,96,76,100,100
/store?id=76561198778887684,92,83,100,100
/store?id=76561198833916128,93,83,100,100
/store?id=76561198845896241,89,83,92,100
/store?id=76561198878825091,91,83,100,92
/store?id=76561198907529889,96,76,100,100
/store?id=76561198918194942,86,83,100,100
/store?id=76561198965718394,88,76,100,92
/store?id=76561198975948937,96,76,100,92
/store?id=76561199006679800,96,76,100,100
/store?id=76561199013715460,87,83,100,92
/store?id=76561199046327906,89,79,100,92
/store?id=76561199052804233,87,83,100,100
/store?id=76561199055127294,94,76,100,100
/store?id=76561199063966004,92,83,100,100
/store?id=76561199076249074,89,83,100,100
/store?id=76561199087212867,87,79,100,92
/store?id=76561199095539879,75,81,100,100
/store?id=76561199107036822,95,76,100,100
/store?id=76561199111206889,94,79,100,100
/store?id=76561199118546232,90,83,100,100
/store?id=76561199129830760,90,79,100,92
/store?id=76561199145132510,89,79,100,100
/store?id=76561199145146020,90,79,100,92
/store?id=76561199152643337,89,79,100,100
/store?id=76561199153064717,86,79,100,92
/store?id=76561199153262623,82,79,100,92
/store?id=76561199153571794,86,79,100,100
/store?id=76561199168140950,95,76,100,100
/store?id=76561199268007332,96,76,100,100
/store?id=76561199339144555,93,81,100,100
/store?id=76561199356061645,96,76,100,100
/store?id=76561199425387861,95,76,100,100
/store?id=76561199443911975,96,76,100,100
/store?id=76561199486024699,93,81,100,100
/store?id=76561199509706909,91,76,100,92
/store?id=76561199529546697,86,83,100,92
/store?id=76561199535803197,99,76,100,100
/store?id=76561199579179238,95,76,100,100
/store?id=76561199581791834,95,79,100,100
/store?id=76561199630756878,91,83,92,100
/store?id=76561199644638211,86,83,100,92
/store?id=76561199656335896,88,76,100,100
/store?id=76561199659673591,91,83,92,100
/store?id=76561199660411284,90,83,92,92
/store?id=76561199660681605,88,83,92,92
/store?id=76561199666542905,75,83,92,100
/store?id=76561199667048610,90,83,92,92
/store?id=76561199667214362,91,83,92,92
/store?id=76561199681558519,93,83,92,100
/store?id=76561199777527588,95,76,100,92
/store?id=76561199826055716,88,76,100,92
/store?id=76561199835007811,79,81,100,100
/store?id=76561199837985889,96,76,100,100
/store?id=76561199844144891,96,76,100,100
/store?id=76561199849283153,92,79,100,100
/store?id=76561199868857950,85,76,100,100
/store?id=76561199873794102,94,83,100,100
/store?id=76561199874675508,97,76,100,100
/store?id=76561199891150311,93,79,100,100
