Path,Performance,Accessibility,SEO,Best Practices
/,94,68,92,100
/about/javascript,99,73,82,100
/inventory,55,88,75,77
/inventory/76561198040212496,95,71,92,100
/inventory/76561198422047724,95,71,92,100
/inventory/76561198755208638,95,71,92,100
/inventory/76561198918194942,95,71,92,100
/inventory/76561199486024699,95,71,92,100
/inventory/76561199529546697,93,71,92,100
/inventory/76561199849283153,95,71,92,100
/inventory/auth/steam,54,88,75,77
/inventory/logout?returnTo=%2F,89,68,92,96
/item/30331%3B11?name=Strange+Antarctic+Parka,93,74,92,100
/item/30625%3B6?name=The+Physician%27s+Protector,94,74,92,100
/item/30875%3B11?name=Strange+Speedster%26%23x27%3Bs+Spandex,92,74,92,100
/item/404%3B11%3Bkt-1?name=Strange+Killstreak+Persian+Persuader,93,74,92,100
/item/5041%3B6%3Bc49?name=Mann+Co.+Supply+Crate+Series+%2349,92,74,92,100
/item/5938%3B6%3Bc136?name=Summer+2022+Cosmetic+Case,92,74,92,100
/item/6005%3B6?name=Strange+Part%3A+Snipers+Killed,91,74,92,100
/item/984%3B6?name=Tough+Stuff+Muffs,92,74,92,100
/listings,67,0,0,100
/store?group=1,88,76,92,100
/store?group=10,95,69,92,100
/store?group=11,94,72,92,100
/store?group=12,83,80,92,100
/store?group=14,94,76,92,100
/store?group=15,95,76,92,100
/store?group=16,79,80,92,100
/store?group=17,96,69,92,100
/store?group=18,95,69,92,100
/store?group=19,84,76,92,100
/store?group=2,94,76,92,100
/store?group=3,95,72,92,100
/store?group=32,93,76,92,100
/store?group=33,94,69,92,100
/store?group=34,95,69,92,100
/store?group=35,78,80,92,100
/store?group=36,97,69,92,100
/store?group=37,96,76,92,100
/store?group=45,92,76,92,100
/store?group=47,94,76,92,100
/store?group=48,97,69,92,100
/store?group=49,96,76,92,100
/store?group=5,89,69,92,100
/store?group=50,95,69,92,100
/store?group=52,95,69,92,100
/store?group=53,91,69,92,100
/store?group=54,95,69,92,100
/store?group=55,96,69,92,100
/store?group=56,95,69,92,100
/store?group=58,85,76,92,100
/store?group=59,95,69,92,100
/store?group=6,95,72,92,100
/store?group=61,94,69,92,100
/store?group=63,96,69,92,96
/store?group=65,95,76,92,100
/store?group=66,95,69,92,100
/store?group=68,89,76,92,100
/store?group=69,84,76,92,100
/store?group=8,94,76,92,100
/store?group=9,94,76,92,100
/store?id=76561197961205411,95,69,92,100
/store?id=76561197961465956,95,69,92,100
/store?id=76561197962841151,95,69,92,100
/store?id=76561197966563795,95,69,92,100
/store?id=76561197966885398,95,69,92,100
/store?id=76561197967286520,95,69,92,100
/store?id=76561197968255747,96,69,92,100
/store?id=76561197970940248,95,69,92,100
/store?id=76561197971870923,95,69,92,100
/store?id=76561197988262873,95,69,92,100
/store?id=76561197988341178,94,69,92,100
/store?id=76561197995428281,95,69,92,100
/store?id=76561197998473085,95,69,92,100
/store?id=76561198000091310,94,69,92,100
/store?id=76561198001235783,95,69,92,100
/store?id=76561198001250303,95,69,92,100
/store?id=76561198004522192,95,69,92,100
/store?id=76561198006379512,95,69,92,100
/store?id=76561198007486115,95,69,92,100
/store?id=76561198007576578,95,69,92,100
/store?id=76561198008840775,95,69,92,100
/store?id=76561198011156965,95,69,92,100
/store?id=76561198013374536,95,69,92,100
/store?id=76561198019481980,95,69,92,100
/store?id=76561198020938040,95,69,92,100
/store?id=76561198021353023,95,69,92,100
/store?id=76561198021413819,88,69,92,100
/store?id=76561198024867201,95,69,92,100
/store?id=76561198026151556,95,69,92,100
/store?id=76561198027315255,95,69,92,100
/store?id=76561198028660366,95,69,92,100
